,cell_type
5432,TAM 3
5433,Mono 1
5434,B
5435,cDC2
5436,cDC2
5437,Mono 1
5438,TAM 5
5439,cDC2
5440,Mono 2
5441,cDC1
5442,TAM 4
5443,Tcells 1
5444,Mono 1
5445,Tcells 1
5446,TAM 2
5447,NK
5448,Mono 1
5449,Mono 1
5450,TAM 3
5451,TAM 3
5452,TAM 2
5453,TAM 3
5454,TAM 3
5455,TAM 5
5456,Tcells 2
5457,Mono 1
5458,Proliferating T cells
5459,TAM 5
5460,Mono 1
5461,TAM 3
5462,TAM 3
5463,cDC1
5464,Mono 1
5465,TAM 2
5466,TAM 3
5467,Mono 1
5468,Tcells 1
5469,Tcells 1
5470,Proliferating T cells
5471,cDC1
5472,Mono 1
5473,TAM 5
5474,TAM 3
5475,Proliferating T cells
5476,TAM 2
5477,NK
5478,Mono 2
5479,Tcells 1
5480,Mono 2
5481,TAM 3
5482,TAM 4
5483,Mono 1
5484,Tcells 3
5485,NK
5486,Mono 2
5487,NK
5488,TAM 3
5489,Tcells 2
5490,TAM 4
5491,Mono 2
5492,NK
5493,Mono 2
5494,TAM 1
5495,TAM 4
5496,Mono 2
5497,TAM 5
5498,Tcells 1
5499,NK
5500,TAM 2
5501,TAM 2
5502,TAM 3
5503,Mono 2
5504,TAM 3
5505,Tcells 3
5506,TAM 3
5507,Mast
5508,Mono 2
5509,Tcells 2
5510,TAM 3
5511,Tcells 1
5512,TAM 2
5513,TAM 3
5514,Tcells 3
5515,TAM 2
5516,Mono 2
5517,TAM 1
5518,Treg
5519,Mono 2
5520,TAM 5
5521,Mono 2
5522,Mono 2
5523,Mono 2
5524,Tcells 3
5525,Mono 1
5526,TAM 3
5527,NK
5528,TAM 3
5529,Tcells 3
5530,Treg
5531,TAM 2
5532,TAM 5
5533,TAM 4
5534,Tcells 2
5535,Mono 1
5536,TAM 4
5537,Tcells 1
5538,TAM 2
5539,TAM 3
5540,TAM 5
5541,Tcells 1
5542,pDC
5543,Mono 2
5544,TAM 3
5545,TAM 2
5546,pDC
5547,pDC
5548,TAM 5
5549,TAM 5
5550,TAM 3
5551,TAM 4
5552,NK
5553,TAM 3
5554,Proliferating TAM
5555,Mono 2
5556,Mono 1
5557,Mono 2
5558,TAM 5
5559,TAM 3
5560,TAM 4
5561,TAM 1
5562,Mono 1
5563,NK
5564,cDC1
5565,TAM 2
5566,Tcells 2
5567,TAM 3
5568,Tcells 3
5569,TAM 3
5570,NK
5571,Tcells 3
5572,TAM 2
5573,TAM 4
5574,Treg
5575,TAM 5
5576,NK
5577,Tcells 2
5578,NK
5579,Mono 2
5580,Mono 2
5581,TAM 5
5582,TAM 4
5583,TAM 3
5584,pDC
5585,Mono 2
5586,Mono 1
5587,Mono 2
5588,Mono 2
5589,TAM 5
5590,TAM 4
5591,Mono 2
5592,TAM 2
5593,Tcells 1
5594,Tcells 1
5595,TAM 2
5596,Mono 1
5597,cDC2
5598,TAM 2
5599,Mono 1
5600,TAM 2
5601,TAM 4
5602,Tcells 3
5603,Mono 1
5604,pDC
5605,Mast
5606,NK
5607,Mono 1
5608,Mono 1
5609,TAM 2
5610,Mono 1
5611,TAM 4
5612,Tcells 2
5613,Treg
5614,Tcells 3
5615,TAM 2
5616,Mono 1
5617,TAM 3
5618,TAM 4
5619,pDC
5620,Tcells 2
5621,Tcells 2
5622,cDC2
5623,Treg
5624,Mono 1
5625,NK
5626,NK
5627,Proliferating T cells
5628,TAM 5
5629,Mono 1
5630,TAM 3
5631,TAM 3
5632,TAM 5
5633,pDC
5634,NK
5635,TAM 2
5636,Tcells 2
5637,TAM 3
5638,Proliferating T cells
5639,TAM 2
5640,Tcells 1
5641,TAM 4
5642,TAM 3
5643,Treg
5644,TAM 1
5645,TAM 3
5646,Proliferating T cells
5647,Mono 2
5648,cDC2
5649,TAM 4
5650,Tcells 1
5651,TAM 5
5652,Mono 1
5653,cDC2
5654,Tcells 1
5655,Mono 2
5656,TAM 5
5657,TAM 3
5658,Tcells 1
5659,Mono 1
5660,TAM 1
5661,TAM 2
5662,cDC2
5663,Mono 2
5664,Mono 2
5665,Tcells 2
5666,cDC2
5667,TAM 4
5668,TAM 3
5669,TAM 2
5670,Mono 1
5671,TAM 2
5672,NK
5673,TAM 3
5674,TAM 3
5675,Mono 1
5676,cDC2
5677,TAM 4
5678,TAM 4
5679,Mono 2
5680,Tcells 1
5681,TAM 2
5682,Mono 1
5683,NK
5684,TAM 4
5685,Mono 1
5686,Mono 2
5687,Mono 1
5688,TAM 3
5689,TAM 2
5690,TAM 5
5691,TAM 2
5692,TAM 5
5693,cDC2
5694,cDC1
5695,Tcells 3
5696,TAM 3
5697,cDC1
5698,Tcells 2
5699,cDC2
5700,cDC2
5701,NK
5702,TAM 2
5703,TAM 5
5704,TAM 4
5705,TAM 1
5706,Mono 2
5707,NK
5708,TAM 3
5709,Mono 2
5710,TAM 2
5711,Mono 1
5712,Tcells 1
5713,TAM 5
5714,TAM 3
5715,Mono 2
5716,TAM 5
5717,TAM 3
5718,TAM 3
5719,Proliferating T cells
5720,TAM 3
5721,Tcells 2
5722,Mono 1
5723,cDC2
5724,Tcells 1
5725,Proliferating TAM
5726,TAM 2
5727,TAM 4
5728,Tcells 2
5729,TAM 5
5730,Tcells 1
5731,Tcells 2
5732,Mono 2
5733,B
5734,Tcells 2
5735,Tcells 2
5736,Mono 1
5737,TAM 3
5738,Tcells 1
5739,Mono 2
5740,Mono 1
5741,pDC
5742,NK
5743,cDC2
5744,TAM 3
5745,Mono 2
5746,Mono 2
5747,TAM 1
5748,cDC2
5749,NK
5750,TAM 3
5751,TAM 3
5752,TAM 4
5753,TAM 2
5754,TAM 4
5755,TAM 5
5756,Mono 1
5757,NK
5758,Proliferating TAM
5759,TAM 3
5760,TAM 4
5761,Treg
5762,TAM 4
5763,TAM 5
5764,Tcells 1
5765,Mono 1
5766,Tcells 1
5767,TAM 4
5768,Tcells 2
5769,NK
5770,Proliferating T cells
5771,Mono 1
5772,Mono 2
5773,TAM 2
5774,TAM 4
5775,Mono 2
5776,NK
5777,Mono 2
5778,TAM 3
5779,Mono 1
5780,TAM 3
5781,TAM 4
5782,TAM 2
5783,TAM 3
5784,Tcells 2
5785,TAM 2
5786,Tcells 3
5787,NK
5788,TAM 2
5789,Mono 2
5790,TAM 4
5791,Tcells 1
5792,TAM 5
5793,Tcells 3
5794,cDC2
5795,TAM 5
5796,TAM 4
5797,cDC2
5798,TAM 4
5799,TAM 3
5800,Tcells 2
5801,Tcells 2
5802,Mono 1
5803,Mono 2
5804,TAM 5
5805,NK
5806,TAM 5
5807,cDC1
5808,cDC2
5809,cDC2
5810,Tcells 3
5811,Mono 1
5812,Mono 2
5813,cDC2
5814,TAM 5
5815,Mono 1
5816,NK
5817,TAM 3
5818,TAM 5
5819,Tcells 1
5820,Mast
5821,Mono 1
5822,Mono 1
5823,Treg
5824,TAM 3
5825,NK
5826,TAM 2
5827,Mono 1
5828,Mono 2
5829,TAM 5
5830,Mono 1
5831,Tcells 1
5832,TAM 3
5833,NK
5834,TAM 5
5835,TAM 5
5836,TAM 5
5837,TAM 5
5838,Tcells 1
5839,Mono 1
5840,Mono 2
5841,TAM 4
5842,NK
5843,Tcells 2
5844,NK
5845,TAM 2
5846,Mono 2
5847,NK
5848,Tcells 1
5849,TAM 3
5850,Mono 2
5851,NK
5852,TAM 4
5853,TAM 2
5854,Mono 1
5855,cDC2
5856,pDC
5857,TAM 5
5858,Mono 2
5859,B
5860,Proliferating TAM
5861,cDC2
5862,TAM 4
5863,cDC2
5864,TAM 2
5865,Mono 1
5866,TAM 5
5867,Tcells 3
5868,Tcells 2
5869,TAM 1
5870,TAM 3
5871,TAM 4
5872,cDC2
5873,TAM 2
5874,Mono 1
5875,Mono 2
5876,TAM 2
5877,Mono 1
5878,Proliferating T cells
5879,Tcells 2
5880,Mono 2
5881,TAM 2
5882,Tcells 1
5883,Mono 1
5884,cDC2
5885,TAM 4
5886,Mono 2
5887,Mono 2
5888,Tcells 1
5889,Tcells 3
5890,Tcells 1
5891,Tcells 1
5892,TAM 3
5893,Proliferating T cells
5894,NK
5895,TAM 3
5896,Tcells 3
5897,Tcells 3
5898,Mast
5899,NK
5900,TAM 5
5901,Mono 1
5902,Tcells 1
5903,Mono 2
5904,Tcells 1
5905,TAM 5
5906,Mono 2
5907,Mono 2
5908,Proliferating TAM
5909,B
5910,Tcells 1
5911,TAM 1
5912,Mono 2
5913,Tcells 1
5914,Mono 2
5915,TAM 2
5916,Mono 1
5917,Tcells 2
5918,Tcells 1
5919,TAM 4
5920,TAM 3
5921,TAM 5
5922,Mono 1
5923,Tcells 2
5924,Proliferating TAM
5925,cDC2
5926,TAM 4
5927,Tcells 3
5928,TAM 2
5929,TAM 5
5930,NK
5931,TAM 2
5932,TAM 3
5933,NK
5934,TAM 3
5935,TAM 4
5936,NK
5937,Proliferating TAM
5938,Mono 2
5939,Mono 1
5940,pDC
5941,Tcells 1
5942,Mono 1
5943,TAM 5
5944,Mono 2
5945,pDC
5946,Tcells 1
5947,NK
5948,Proliferating T cells
5949,cDC2
5950,TAM 4
5951,Mono 1
5952,TAM 3
5953,Proliferating T cells
5954,Tcells 3
5955,TAM 3
5956,B
5957,TAM 5
5958,Tcells 1
5959,Proliferating TAM
5960,TAM 2
5961,TAM 5
5962,TAM 3
5963,NK
5964,cDC2
5965,Mono 1
5966,TAM 4
5967,TAM 5
5968,Tcells 1
5969,Mono 1
5970,TAM 2
5971,Treg
5972,TAM 5
5973,Mono 1
5974,cDC2
5975,cDC2
5976,TAM 4
5977,TAM 4
5978,TAM 5
5979,Mono 2
5980,pDC
5981,TAM 3
5982,cDC2
5983,TAM 5
5984,NK
5985,Tcells 1
5986,Tcells 1
5987,Tcells 1
5988,TAM 5
5989,Tcells 1
5990,Tcells 1
5991,Tcells 1
5992,Tcells 3
5993,TAM 3
5994,Tcells 1
5995,Treg
5996,Mono 2
5997,NK
5998,TAM 3
5999,cDC2
6000,Tcells 1
6001,TAM 1
6002,TAM 5
6003,TAM 2
6004,Proliferating TAM
6005,Mono 1
6006,Mono 2
6007,TAM 5
6008,NK
6009,TAM 2
6010,cDC2
6011,TAM 2
6012,TAM 5
6013,TAM 2
6014,cDC1
6015,Mono 2
6016,TAM 2
6017,TAM 4
6018,Mono 1
6019,TAM 3
6020,TAM 5
6021,pDC
6022,Mono 2
6023,TAM 5
6024,cDC2
6025,Mono 2
6026,cDC2
6027,TAM 2
6028,TAM 3
6029,Mast
6030,Mono 1
6031,TAM 1
6032,Mono 2
6033,NK
6034,TAM 4
6035,TAM 4
6036,Proliferating TAM
6037,TAM 2
6038,pDC
6039,cDC1
6040,Tcells 2
6041,TAM 5
6042,TAM 2
6043,cDC2
6044,Mono 1
6045,TAM 4
6046,Proliferating TAM
6047,TAM 4
6048,Tcells 1
6049,Mono 1
6050,Mono 1
6051,NK
6052,Proliferating T cells
6053,cDC2
6054,Proliferating TAM
6055,TAM 1
6056,TAM 4
6057,Tcells 2
6058,Mono 1
6059,TAM 4
6060,TAM 5
6061,Tcells 1
6062,Tcells 2
6063,Mono 2
6064,Tcells 3
6065,Tcells 2
6066,Mono 1
6067,Tcells 2
6068,cDC2
6069,NK
6070,TAM 2
6071,cDC1
6072,TAM 4
6073,TAM 4
6074,TAM 4
6075,TAM 3
6076,pDC
6077,cDC2
6078,NK
6079,TAM 3
6080,NK
6081,NK
6082,Mono 2
6083,cDC2
6084,Tcells 1
6085,Mono 2
6086,TAM 1
6087,TAM 3
6088,Mono 2
6089,Tcells 1
6090,Tcells 2
6091,Mast
6092,TAM 2
6093,TAM 5
6094,Tcells 1
6095,Tcells 2
6096,TAM 4
6097,Mono 2
6098,Tcells 3
6099,Proliferating TAM
6100,Tcells 2
6101,Mono 2
6102,TAM 2
6103,cDC2
6104,cDC2
6105,Mono 1
6106,Tcells 2
6107,cDC1
6108,pDC
6109,Mono 2
6110,Mono 2
6111,Mono 2
6112,TAM 5
6113,TAM 3
6114,Tcells 1
6115,TAM 1
6116,TAM 3
6117,Mono 2
6118,TAM 5
6119,Mono 2
6120,TAM 5
6121,Treg
6122,TAM 2
6123,Tcells 1
6124,Tcells 1
6125,TAM 5
6126,Mono 2
6127,Tcells 1
6128,NK
6129,TAM 4
6130,Treg
6131,Mast
6132,Mast
6133,TAM 1
6134,TAM 2
6135,NK
6136,TAM 4
6137,Mono 2
6138,TAM 4
6139,Mono 2
6140,Mono 2
6141,Mono 1
6142,Proliferating T cells
6143,Treg
6144,NK
6145,cDC2
6146,TAM 5
6147,TAM 5
6148,Mono 2
6149,Mono 1
6150,TAM 3
6151,TAM 5
6152,Tcells 2
6153,NK
6154,Treg
6155,cDC2
6156,Treg
6157,Mono 2
6158,TAM 3
6159,TAM 3
6160,Tcells 1
6161,TAM 4
6162,TAM 3
6163,Treg
6164,Mono 2
6165,Mono 2
6166,cDC1
6167,NK
6168,TAM 5
6169,Tcells 2
6170,Mono 2
6171,TAM 4
6172,TAM 2
6173,TAM 3
6174,Proliferating T cells
6175,Mono 1
6176,Mono 1
6177,Mono 2
6178,NK
6179,TAM 5
6180,Mono 1
6181,B
6182,TAM 4
6183,Mono 1
6184,pDC
6185,TAM 5
6186,Mono 1
6187,Tcells 1
6188,Tcells 2
6189,Tcells 3
6190,Mono 2
6191,Proliferating TAM
6192,TAM 4
6193,Tcells 1
6194,Mono 2
6195,Tcells 3
6196,cDC2
6197,Mono 2
6198,Proliferating T cells
6199,Mono 2
6200,Mono 1
6201,Proliferating T cells
6202,Mono 1
6203,NK
6204,Mono 2
6205,Tcells 2
6206,Mono 2
6207,TAM 3
6208,Mono 2
6209,TAM 1
6210,Tcells 1
6211,TAM 4
6212,Tcells 1
6213,Tcells 2
6214,Tcells 2
6215,Tcells 2
6216,Tcells 1
6217,Mono 1
6218,Mono 2
6219,TAM 5
6220,Mono 2
6221,TAM 4
6222,TAM 1
6223,Mono 1
6224,TAM 5
6225,TAM 5
6226,Proliferating T cells
6227,Tcells 2
6228,TAM 2
6229,TAM 2
6230,Mono 1
6231,TAM 5
6232,TAM 2
6233,Mono 1
6234,Tcells 2
6235,TAM 1
6236,Mono 2
6237,TAM 2
6238,TAM 4
6239,TAM 5
6240,Mono 2
6241,NK
6242,TAM 2
6243,Tcells 1
6244,Mono 2
6245,Tcells 2
6246,Tcells 2
6247,Tcells 2
6248,TAM 4
6249,Mono 1
6250,Tcells 2
6251,NK
6252,TAM 5
6253,TAM 3
6254,TAM 5
6255,NK
6256,Tcells 1
6257,TAM 5
6258,Tcells 1
6259,TAM 2
6260,cDC1
6261,Proliferating TAM
6262,TAM 2
6263,Mono 2
6264,Tcells 1
6265,TAM 2
6266,TAM 3
6267,pDC
6268,TAM 2
6269,cDC2
6270,TAM 2
6271,pDC
6272,TAM 1
6273,Mono 1
6274,Mono 2
6275,Tcells 2
6276,TAM 2
6277,Mono 2
6278,Mono 1
6279,TAM 4
6280,Mast
6281,Treg
6282,Treg
6283,TAM 4
6284,Treg
6285,NK
6286,Mono 1
6287,Tcells 1
6288,Mono 1
6289,B
6290,Mono 2
6291,TAM 3
6292,TAM 5
6293,Treg
6294,cDC1
6295,Tcells 2
6296,TAM 4
6297,Proliferating TAM
6298,TAM 5
6299,TAM 5
6300,TAM 5
6301,TAM 4
6302,cDC2
6303,cDC2
6304,Tcells 1
6305,TAM 3
6306,TAM 3
6307,Mono 2
6308,Treg
6309,TAM 4
6310,TAM 4
6311,TAM 2
6312,Tcells 1
6313,Proliferating TAM
6314,TAM 1
6315,pDC
6316,Mono 1
6317,Mono 1
6318,TAM 3
6319,TAM 3
6320,TAM 4
6321,TAM 4
6322,TAM 4
6323,TAM 5
6324,Mono 2
6325,cDC2
6326,cDC2
6327,TAM 5
6328,TAM 4
6329,NK
6330,TAM 1
6331,B
6332,Mono 2
6333,Tcells 3
6334,TAM 2
6335,Mono 2
6336,TAM 3
6337,NK
6338,cDC1
6339,Tcells 2
6340,TAM 5
6341,Tcells 2
6342,Tcells 2
6343,Tcells 1
6344,Mono 2
6345,Mono 2
6346,NK
6347,TAM 3
6348,TAM 2
6349,Mono 1
6350,Tcells 3
6351,Mono 2
6352,TAM 3
6353,Tcells 3
6354,cDC1
6355,TAM 5
6356,TAM 3
6357,TAM 4
6358,Mono 2
6359,Treg
6360,Proliferating TAM
6361,Tcells 2
6362,cDC2
6363,TAM 3
6364,Tcells 3
6365,TAM 2
6366,Tcells 2
6367,Tcells 2
6368,Treg
6369,TAM 2
6370,Mono 1
6371,TAM 3
6372,TAM 4
6373,TAM 3
6374,TAM 3
6375,TAM 2
6376,Proliferating TAM
6377,Tcells 1
6378,cDC2
6379,TAM 5
6380,TAM 1
6381,TAM 5
6382,TAM 1
6383,TAM 4
6384,TAM 3
6385,NK
6386,TAM 4
6387,TAM 5
6388,pDC
6389,Mono 1
6390,cDC2
6391,NK
6392,Mono 1
6393,Mono 2
6394,TAM 3
6395,Mono 1
6396,Mono 1
6397,Proliferating TAM
6398,TAM 5
6399,TAM 5
6400,TAM 5
6401,TAM 2
6402,TAM 3
6403,Tcells 1
6404,Treg
6405,TAM 3
6406,TAM 4
6407,Tcells 1
6408,TAM 4
6409,TAM 1
6410,Treg
6411,Tcells 3
6412,TAM 3
6413,Tcells 1
6414,TAM 4
6415,TAM 4
6416,Tcells 3
6417,Treg
6418,Mono 2
6419,NK
6420,cDC2
6421,Mast
6422,NK
6423,cDC2
6424,Tcells 1
6425,Mono 2
6426,TAM 5
6427,TAM 5
6428,TAM 2
6429,TAM 4
6430,Proliferating TAM
6431,Tcells 1
6432,Mono 2
6433,Mono 1
6434,Tcells 1
6435,Tcells 1
6436,cDC2
6437,Tcells 1
6438,Mono 1
6439,TAM 2
6440,Mono 2
6441,TAM 2
6442,NK
6443,cDC1
6444,Mono 1
6445,TAM 3
6446,TAM 4
6447,Tcells 3
6448,Mono 1
6449,TAM 4
6450,TAM 3
6451,TAM 3
6452,NK
6453,cDC2
6454,Mono 2
6455,Tcells 3
6456,Mono 2
6457,Mono 1
6458,Tcells 3
6459,TAM 3
6460,Mono 2
6461,Mono 1
6462,TAM 4
6463,Mono 2
6464,TAM 2
6465,TAM 3
6466,TAM 5
6467,TAM 3
6468,Tcells 2
6469,Proliferating T cells
6470,NK
6471,TAM 3
6472,TAM 4
6473,Tcells 1
6474,Mono 1
6475,TAM 3
6476,Mono 1
6477,TAM 3
6478,Mono 2
6479,Mono 1
6480,Mono 1
6481,TAM 2
6482,NK
6483,Mono 1
6484,cDC2
6485,cDC2
6486,TAM 2
6487,TAM 1
6488,TAM 4
6489,NK
6490,Treg
6491,TAM 5
6492,Mono 1
6493,pDC
6494,Tcells 1
6495,TAM 2
6496,Tcells 3
6497,TAM 2
6498,TAM 5
6499,Tcells 2
6500,pDC
6501,Tcells 3
6502,NK
6503,TAM 3
6504,TAM 4
6505,TAM 2
6506,TAM 3
6507,TAM 3
6508,Mono 1
6509,TAM 2
6510,Mono 2
6511,TAM 5
6512,TAM 3
6513,pDC
6514,Mono 2
6515,Tcells 2
6516,Mono 1
6517,TAM 4
6518,pDC
6519,TAM 4
6520,TAM 3
6521,TAM 5
6522,Mono 2
6523,TAM 2
6524,TAM 3
6525,TAM 5
6526,Mono 1
6527,TAM 3
6528,TAM 2
6529,Tcells 2
6530,Mast
6531,Proliferating T cells
6532,TAM 3
6533,TAM 5
6534,TAM 5
6535,Tcells 1
6536,NK
6537,Mono 2
6538,TAM 4
6539,Tcells 2
6540,NK
6541,Tcells 3
6542,Tcells 2
6543,TAM 4
6544,NK
6545,TAM 2
6546,TAM 2
6547,Mono 2
6548,TAM 3
6549,Mono 2
6550,Mono 1
6551,NK
6552,TAM 3
6553,Mono 2
6554,TAM 4
6555,TAM 5
6556,Mono 2
6557,Tcells 1
6558,Mono 1
6559,Proliferating T cells
6560,TAM 3
6561,TAM 5
6562,Tcells 3
6563,TAM 5
6564,Tcells 2
6565,TAM 2
6566,Tcells 3
6567,Tcells 2
6568,Tcells 2
6569,Tcells 1
6570,pDC
6571,Mono 1
6572,TAM 2
6573,TAM 5
6574,TAM 2
6575,Mono 2
6576,Mono 2
6577,TAM 2
6578,Proliferating T cells
6579,TAM 2
6580,Mast
6581,NK
6582,Tcells 2
6583,TAM 3
6584,TAM 3
6585,TAM 5
6586,TAM 4
6587,Tcells 1
6588,NK
6589,Mast
6590,Proliferating TAM
6591,Mono 2
6592,Proliferating TAM
6593,Treg
6594,Tcells 1
6595,NK
6596,TAM 5
6597,TAM 4
6598,Proliferating T cells
6599,TAM 4
6600,TAM 5
6601,Treg
6602,TAM 5
6603,Mono 1
6604,Tcells 2
6605,TAM 2
6606,TAM 1
6607,TAM 2
6608,TAM 3
6609,NK
6610,cDC2
6611,TAM 4
6612,Proliferating TAM
6613,Mono 1
6614,TAM 1
6615,Tcells 3
6616,B
6617,TAM 2
6618,TAM 4
6619,Tcells 2
6620,Mono 2
6621,TAM 3
6622,TAM 3
6623,TAM 2
6624,TAM 3
6625,TAM 4
6626,Mono 2
6627,cDC2
6628,Tcells 2
6629,Tcells 3
6630,cDC1
6631,TAM 5
6632,Tcells 1
6633,Mono 1
6634,TAM 4
6635,Mono 2
6636,NK
6637,TAM 4
6638,Tcells 1
6639,NK
6640,TAM 2
6641,Mono 1
6642,Mono 2
6643,TAM 4
6644,TAM 5
6645,TAM 2
6646,NK
6647,TAM 3
6648,Mono 2
6649,pDC
6650,TAM 5
6651,TAM 3
6652,Tcells 2
6653,TAM 5
6654,TAM 2
6655,TAM 3
6656,TAM 2
6657,Mono 1
6658,cDC2
6659,NK
6660,TAM 2
6661,Mono 2
6662,TAM 3
6663,TAM 5
6664,NK
6665,Mono 2
6666,TAM 1
6667,Mono 2
6668,Mono 2
6669,Mono 1
6670,TAM 5
6671,TAM 2
6672,TAM 4
6673,TAM 3
6674,TAM 2
6675,TAM 2
6676,TAM 5
6677,NK
6678,Mono 1
6679,cDC2
6680,pDC
6681,TAM 5
6682,Tcells 1
6683,NK
6684,TAM 3
6685,NK
6686,TAM 4
6687,pDC
6688,TAM 1
6689,Tcells 1
6690,TAM 5
6691,TAM 3
6692,Mono 2
6693,TAM 1
6694,Mono 2
6695,TAM 2
6696,TAM 3
6697,Treg
6698,Mono 1
6699,Mono 2
6700,Tcells 2
6701,pDC
6702,Treg
6703,cDC1
6704,Treg
6705,TAM 5
6706,TAM 4
6707,cDC2
6708,Mono 1
6709,NK
6710,Mono 1
6711,TAM 2
6712,TAM 2
6713,Mono 2
6714,Mono 2
6715,Mono 1
6716,Mono 2
6717,Mono 2
6718,NK
6719,Mono 2
6720,Tcells 2
6721,Mono 2
6722,Tcells 2
6723,TAM 3
6724,Mono 2
6725,NK
6726,TAM 3
6727,Mono 1
6728,Mono 2
6729,Mono 1
6730,TAM 4
6731,Tcells 1
6732,Mono 1
6733,TAM 5
6734,Treg
6735,TAM 4
6736,TAM 5
6737,TAM 5
6738,Tcells 1
6739,TAM 3
6740,Mast
6741,TAM 2
6742,Mono 2
6743,TAM 3
6744,NK
6745,TAM 5
6746,Tcells 2
6747,TAM 5
6748,cDC2
6749,TAM 5
6750,Tcells 3
6751,Treg
6752,cDC2
6753,TAM 3
6754,cDC1
6755,TAM 3
6756,TAM 4
6757,Mono 2
6758,NK
6759,Mono 2
6760,TAM 3
6761,Mono 2
6762,pDC
6763,TAM 5
6764,TAM 3
6765,Mono 2
6766,Tcells 1
6767,Mono 1
6768,Tcells 1
6769,TAM 5
6770,TAM 5
6771,TAM 3
6772,TAM 5
6773,TAM 4
6774,Treg
6775,Mono 1
6776,Mono 1
6777,pDC
6778,Mono 1
6779,TAM 2
6780,Tcells 3
6781,TAM 2
6782,Mono 1
6783,TAM 2
6784,TAM 5
6785,Mono 1
6786,Tcells 1
6787,TAM 5
6788,Tcells 1
6789,Tcells 1
6790,Mono 1
6791,Tcells 2
6792,Mono 2
6793,TAM 4
6794,Mono 1
6795,Tcells 2
6796,TAM 2
6797,TAM 3
6798,TAM 3
6799,Proliferating TAM
6800,NK
6801,Mono 2
6802,cDC2
6803,TAM 5
6804,TAM 5
6805,Mono 1
6806,Mono 1
6807,TAM 2
6808,TAM 3
6809,TAM 5
6810,Tcells 2
6811,Tcells 1
6812,TAM 2
6813,Proliferating TAM
6814,TAM 3
6815,TAM 2
6816,cDC2
6817,Tcells 2
6818,Tcells 3
6819,Tcells 1
6820,Treg
6821,TAM 5
6822,Proliferating T cells
6823,Mono 2
6824,cDC2
6825,Mono 1
6826,TAM 2
6827,TAM 4
6828,TAM 4
6829,Mono 2
6830,NK
6831,TAM 1
6832,TAM 3
6833,Treg
6834,Mono 1
6835,TAM 4
6836,TAM 2
6837,TAM 2
6838,NK
6839,cDC2
6840,Tcells 1
6841,TAM 3
6842,Mono 1
6843,TAM 2
6844,Mono 2
6845,TAM 5
6846,Mono 2
6847,TAM 3
6848,NK
6849,Mono 2
6850,Mono 2
6851,Treg
6852,TAM 4
6853,Tcells 3
6854,Treg
6855,Treg
6856,Tcells 1
6857,TAM 5
6858,TAM 2
6859,TAM 3
6860,cDC2
6861,Mono 1
6862,TAM 2
6863,TAM 3
6864,Mono 2
6865,TAM 1
6866,Mono 2
6867,TAM 5
6868,NK
6869,TAM 3
6870,TAM 5
6871,TAM 4
6872,Tcells 3
6873,TAM 2
6874,NK
6875,Mono 1
6876,Tcells 3
6877,TAM 3
6878,Mono 2
6879,Proliferating TAM
6880,TAM 4
6881,Tcells 2
6882,TAM 3
6883,TAM 3
6884,Tcells 2
6885,Mono 1
6886,Tcells 3
6887,Mono 2
6888,Mono 2
6889,cDC1
6890,Mono 2
6891,TAM 4
6892,TAM 4
6893,Mono 2
6894,TAM 5
6895,Mono 2
6896,Mono 1
6897,Mono 1
6898,cDC2
6899,Mono 1
6900,Tcells 3
6901,TAM 3
6902,Treg
6903,TAM 2
6904,Treg
6905,TAM 5
6906,Tcells 1
6907,TAM 3
6908,Mono 1
6909,TAM 3
6910,cDC1
6911,TAM 5
6912,TAM 2
6913,Tcells 2
6914,Mono 1
6915,NK
6916,Mono 2
6917,TAM 1
6918,Mono 2
6919,NK
6920,Mono 1
6921,Mono 1
6922,Mono 1
6923,Mono 2
6924,TAM 2
6925,Tcells 3
6926,TAM 4
6927,TAM 3
6928,Mono 2
6929,Mono 2
6930,TAM 3
6931,Treg
6932,TAM 4
6933,TAM 5
6934,TAM 4
6935,TAM 4
6936,Mono 2
6937,Mast
6938,Tcells 3
6939,TAM 5
6940,Mono 1
6941,TAM 4
6942,TAM 1
6943,TAM 3
6944,TAM 2
6945,NK
6946,pDC
6947,cDC2
6948,NK
6949,TAM 2
6950,TAM 4
6951,Mono 2
6952,Mono 1
6953,TAM 4
6954,Mono 2
6955,TAM 3
6956,cDC2
6957,TAM 3
6958,Tcells 2
6959,TAM 3
6960,Tcells 1
6961,TAM 1
6962,Proliferating T cells
6963,TAM 2
6964,Mono 2
6965,cDC2
6966,TAM 3
6967,cDC2
6968,Tcells 2
6969,Proliferating TAM
6970,NK
6971,TAM 3
6972,Treg
6973,TAM 2
6974,TAM 4
6975,Mono 1
6976,Mono 2
6977,TAM 5
6978,Mono 2
6979,Mono 1
6980,Tcells 3
6981,TAM 5
6982,Tcells 2
6983,TAM 2
6984,TAM 2
6985,TAM 5
6986,TAM 2
6987,TAM 4
6988,Tcells 1
6989,TAM 5
6990,Mono 1
6991,NK
6992,Mono 1
6993,Tcells 1
6994,Tcells 1
6995,TAM 1
6996,TAM 3
6997,TAM 2
6998,TAM 3
6999,TAM 5
7000,Treg
7001,TAM 5
7002,Tcells 1
7003,TAM 4
7004,Proliferating T cells
7005,TAM 3
7006,Tcells 2
7007,cDC2
7008,Mono 1
7009,TAM 3
7010,Tcells 1
7011,TAM 5
7012,TAM 1
